,COL
2004-04-30,5701800000
2004-05-03,5659368000
2004-05-04,5631080000
2004-05-05,5669976000
2004-05-06,5585112000
2004-05-07,5517928000
2004-05-10,5348200000
2004-05-11,5337592000
2004-05-12,5321680000
2004-05-13,5293392000
2004-05-14,5311072000
2004-05-17,5192616000
2004-05-18,5192616000
2004-05-19,5263336000
2004-05-20,5249192000
2004-05-21,5215600000
2004-05-24,5203224000
2004-05-25,5242120000
2004-05-26,5224440000
2004-05-27,5293392000
2004-05-28,5311072000
2004-06-01,5337592000
2004-06-02,5441904000
2004-06-03,5408312000
2004-06-04,5519696000
2004-06-07,5622240000
2004-06-08,5641688000
2004-06-09,5588648000
2004-06-10,5606328000
2004-06-14,5523232000
2004-06-15,5516160000
2004-06-16,5624008000
2004-06-17,5627544000
2004-06-18,5714176000
2004-06-21,5742463999
2004-06-22,5776056000
2004-06-23,5804344000
2004-06-24,5756608000
2004-06-25,5708872000
2004-06-28,5687656000
2004-06-29,5869760000
2004-06-30,5904304000
2004-07-01,5957464000
2004-07-02,5914936000
2004-07-06,5874180000
2004-07-07,5856459999
2004-07-08,5867092000
2004-07-09,5906076000
2004-07-12,5971640000
2004-07-13,6203772000
2004-07-14,6189596000
2004-07-15,6070872000
2004-07-16,6058468000
2004-07-19,6054924000
2004-07-20,6026572000
2004-07-21,6134664000
2004-07-22,5936200000
2004-07-23,5898988000
2004-07-26,5913164000
2004-07-27,5929112000
2004-07-28,6010624000
2004-07-29,6106312000
2004-07-30,6063784000
2004-08-02,6085048000
2004-08-03,6090364000
2004-08-04,6134664000
2004-08-05,6044292000
2004-08-06,5992904000
2004-08-09,5962780000
2004-08-10,6005308000
2004-08-11,5946832000
2004-08-12,5854688000
2004-08-13,5879496000
2004-08-16,5998220000
2004-08-17,5964551999
2004-08-18,5989359999
2004-08-19,5998220000
2004-08-20,6017712000
2004-08-23,6046064000
2004-08-24,6056696000
2004-08-25,6223264000
2004-08-26,6157700000
2004-08-27,6154155999
2004-08-30,6030116000
2004-08-31,6093908000
2004-09-01,6088592000
2004-09-02,6294144000
2004-09-03,6217948000
2004-09-07,6407551999
2004-09-08,6334900000
2004-09-09,6317180000
2004-09-10,6343759999
2004-09-13,6393376000
2004-09-14,6439448000
2004-09-15,6412868000
2004-09-16,6481976000
2004-09-17,6547540000
2004-09-20,6451851999
2004-09-21,6565259999
2004-09-22,6478432000
2004-09-23,6386288000
2004-09-24,6489064000
2004-09-27,6382744000
2004-09-28,6395148000
2004-09-29,6349076000
2004-09-30,6581208000
2004-10-01,6717651999
2004-10-04,6698159999
2004-10-05,6595384000
2004-10-06,6586524000
2004-10-07,6464255999
2004-10-08,6372112000
2004-10-11,6446536000
2004-10-12,6432359999
2004-10-13,6349076000
2004-10-14,6380972000
2004-10-15,6428816000
2004-10-18,6414640000
2004-10-19,6414640000
2004-10-20,6326040000
2004-10-21,6414640000
2004-10-22,6285284000
2004-10-25,6251616000
2004-10-26,6347304000
2004-10-27,6373884000
2004-10-28,6334900000
2004-10-29,6285284000
2004-11-01,6466028000
2004-11-02,6476659999
2004-11-03,6742459999
2004-11-04,6944468000
2004-11-05,6937380000
2004-11-08,6868272000
2004-11-09,6841692000
2004-11-10,6866500000
2004-11-11,7010032000
2004-11-12,7047244000
2004-11-15,7013576000
2004-11-16,7068508000
2004-11-17,7015348000
2004-11-18,6988768000
2004-11-19,6924976000
2004-11-22,6999400000
2004-11-23,7057876000
2004-11-24,6928520000
2004-11-26,6935608000
2004-11-29,6948012000
2004-11-30,7063192000
2004-12-01,7242164000
2004-12-02,7212040000
2004-12-03,7180144000
2004-12-06,7180144000
2004-12-07,6937380000
2004-12-08,6944468000
2004-12-09,6932064000
2004-12-10,6919659999
2004-12-13,7027751999
2004-12-14,7020664000
2004-12-15,7102176000
2004-12-16,7079140000
2004-12-17,7079140000
2004-12-20,7047244000
2004-12-21,7080912000
2004-12-22,7146476000
2004-12-23,7157108000
2004-12-27,7063192000
2004-12-28,7150020000
2004-12-29,6988768000
2004-12-30,7004716000
2004-12-31,7051872000
2005-01-03,6955320000
2005-01-04,6823007999
2005-01-05,6796188000
2005-01-06,6738972000
2005-01-07,6785460000
2005-01-10,6769368000
2005-01-11,6703212000
2005-01-12,7107300000
2005-01-13,7221732000
2005-01-14,7278948000
2005-01-18,7300404000
2005-01-19,7334376000
2005-01-20,7323648000
2005-01-21,7380864000
2005-01-24,7398744000
2005-01-25,7273584000
2005-01-26,7582907999
2005-01-27,7656216000
2005-01-28,7599000000
2005-01-31,7670520000
2005-02-01,7736676000
2005-02-02,7809984000
2005-02-03,7670520000
2005-02-04,7876139999
2005-02-07,7856472000
2005-02-08,7883292000
2005-02-09,7911900000
2005-02-10,8047788000
2005-02-11,8178312000
2005-02-14,8130036000
2005-02-15,8244468000
2005-02-16,8315988000
2005-02-17,8355323999
2005-02-18,8294532000
2005-02-22,8151492000
2005-02-23,8153280000
2005-02-24,8332080000
2005-02-25,8394660000
2005-02-28,8233739999
2005-03-01,8312412000
2005-03-02,8349960000
2005-03-03,8323139999
2005-03-04,8534123999
2005-03-07,8564520000
2005-03-08,8546639999
2005-03-09,8546639999
2005-03-10,8552004000
2005-03-11,8485848000
2005-03-14,8564520000
2005-03-15,8641404000
2005-03-16,8457239999
2005-03-17,8467968000
2005-03-18,8374992000
2005-03-21,8367839999
2005-03-22,8417904000
2005-03-23,8423268000
2005-03-24,8491212000
2005-03-28,8473332000
2005-03-29,8348172000
2005-03-30,8509092000
2005-03-31,8447225000
2005-04-01,8464975000
2005-04-04,8378000000
2005-04-05,8388650000
2005-04-06,8330075000
2005-04-07,8282149999
2005-04-08,8099325000
2005-04-11,8147250000
2005-04-12,8168550000
2005-04-13,8049625000
2005-04-14,7992825000
2005-04-15,7840175000
2005-04-18,7987500000
2005-04-19,8124175000
2005-04-20,8015899999
2005-04-21,8291025000
2005-04-22,8202275000
2005-04-25,8379775000
2005-04-26,8342500000
2005-04-27,8205824999
2005-04-28,8054950000
2005-04-29,8143700000
2005-05-02,8205824999
2005-05-03,8298125000
2005-05-04,8243100000
2005-05-05,8251975000
2005-05-06,8322975000
2005-05-09,8431250000
2005-05-10,8367350000
2005-05-11,8413500000
2005-05-12,8298125000
2005-05-13,8292800000
2005-05-16,8456100000
2005-05-17,8573249999
2005-05-18,8722350000
2005-05-19,8677975000
2005-05-20,8598100000
2005-05-23,8608750000
2005-05-24,8715250000
2005-05-25,8651350000
2005-05-26,8743650000
2005-05-27,8795125000
2005-05-31,8766725000
2005-06-01,8791575000
2005-06-02,8793350000
2005-06-03,8736550000
2005-06-06,8690400000
2005-06-07,8587450000
2005-06-08,8614075000
2005-06-09,8621175000
2005-06-10,8564375000
2005-06-13,8564375000
2005-06-14,8502250000
2005-06-15,8525325000
2005-06-16,8601650000
2005-06-17,8560824999
2005-06-20,8520000000
2005-06-21,8505800000
2005-06-22,8583900000
2005-06-23,8449000000
2005-06-24,8392200000
2005-06-27,8409950000
2005-06-28,8578575000
2005-06-29,8479175000
2005-06-30,8239104000
2005-07-01,8163072000
2005-07-05,8206272000
2005-07-06,8080128000
2005-07-07,8057664000
2005-07-08,8119872000
2005-07-11,8182080000
2005-07-12,8118143999
2005-07-13,8057664000
2005-07-14,8135424000
2005-07-15,8004096000
2005-07-18,8019647999
2005-07-19,8100864000
2005-07-20,8252928000
2005-07-21,8268480000
2005-07-22,8199360000
2005-07-25,8270208000
2005-07-26,8299584000
2005-07-27,8309952000
2005-07-28,8477568000
2005-07-29,8432639999
2005-08-01,8463743999
2005-08-02,8481024000
2005-08-03,8320320000
2005-08-04,8204543999
2005-08-05,8199360000
2005-08-08,8261568000
2005-08-09,8337600000
2005-08-10,8387712000
2005-08-11,8470656000
2005-08-12,8404992000
2005-08-15,8487936000
2005-08-16,8484480000
2005-08-17,8505216000
2005-08-18,8505216000
2005-08-19,8519039999
2005-08-22,8531136000
2005-08-23,8489664000
2005-08-24,8356608000
2005-08-25,8389439999
2005-08-26,8385984000
2005-08-29,8413632000
2005-08-30,8303039999
2005-08-31,8316864000
2005-09-01,8301312000
2005-09-02,8083584000
2005-09-06,8216639999
2005-09-07,8259839999
2005-09-08,8175168000
2005-09-09,8285760000
2005-09-12,8252928000
2005-09-13,8258112000
2005-09-14,8235647999
2005-09-15,8299584000
2005-09-16,8372160000
2005-09-19,8140608000
2005-09-20,8118143999
2005-09-21,8036928000
2005-09-22,8081856000
2005-09-23,8164800000
2005-09-26,8197632000
2005-09-27,8197632000
2005-09-28,8285760000
2005-09-29,8273664000
2005-09-30,8349696000
2005-10-03,8294400000
2005-10-04,8266752000
2005-10-05,8233920000
2005-10-06,8233920000
2005-10-07,8228736000
2005-10-10,8142336000
2005-10-11,8150976000
2005-10-12,8178624000
2005-10-13,8211456000
2005-10-14,8265024000
2005-10-17,8309952000
2005-10-18,8251200000
2005-10-19,8361792000
2005-10-20,8240832000
2005-10-21,8176896000
2005-10-24,8240832000
2005-10-25,8227008000
2005-10-26,7941888000
2005-10-27,7750080000
2005-10-28,7900416000
2005-10-31,7917696000
2005-11-01,7734528000
2005-11-02,7829568000
2005-11-03,7782912000
2005-11-04,7890047999
2005-11-07,7907328000
2005-11-08,7857216000
2005-11-09,7772543999
2005-11-10,7729343999
2005-11-11,7694784000
2005-11-14,7580736000
2005-11-15,7753536000
2005-11-16,7748352000
2005-11-17,7750080000
2005-11-18,7755264000
2005-11-21,7902143999
2005-11-22,7845120000
2005-11-23,7871039999
2005-11-25,7896960000
2005-11-28,7701696000
2005-11-29,7869312000
2005-11-30,7896960000
2005-12-01,8014464000
2005-12-02,8092224000
2005-12-05,8042112000
2005-12-06,8085312000
2005-12-07,8076672000
2005-12-08,8090496000
2005-12-09,8156160000
2005-12-12,8154432000
2005-12-13,8258112000
2005-12-14,8311680000
2005-12-15,8309952000
2005-12-16,8185536000
2005-12-19,8057664000
2005-12-20,8202816000
2005-12-21,8182080000
2005-12-22,8323776000
2005-12-23,8382528000
2005-12-27,8180352000
2005-12-28,8249472000
2005-12-29,8171712000
2005-12-30,8030016000
2006-01-03,8109225000
2006-01-04,8192025000
2006-01-05,8110950000
2006-01-06,8128200000
2006-01-09,8129925000
2006-01-10,8085075000
2006-01-11,7983300000
2006-01-12,7943624999
2006-01-13,7862550000
2006-01-17,7807350000
2006-01-18,7805625000
2006-01-19,7819425000
2006-01-20,7767675000
2006-01-23,7555499999
2006-01-24,7607250000
2006-01-25,7579650000
2006-01-26,8067825000
2006-01-27,7986749999
2006-01-30,8000550000
2006-01-31,8093700000
2006-02-01,8443875000
2006-02-02,8386950000
2006-02-03,8454225000
2006-02-06,8625000000
2006-02-07,8618100000
2006-02-08,8731950000
2006-02-09,8737125000
2006-02-10,8740575000
2006-02-13,8902725000
2006-02-14,9114900000
2006-02-15,9092475000
2006-02-16,9171825000
2006-02-17,9120075000
2006-02-21,9094200000
2006-02-22,9232200000
2006-02-23,9273600000
2006-02-24,9323625000
2006-02-27,9311550000
2006-02-28,9168375000
2006-03-01,9163200000
2006-03-02,9116625000
2006-03-03,9137325000
2006-03-06,8964825000
2006-03-07,9051075000
2006-03-08,9004500000
2006-03-09,8944125000
2006-03-10,9045900000
2006-03-13,9095925000
2006-03-14,9159750000
2006-03-15,9185625000
2006-03-16,9246000000
2006-03-17,9380550000
2006-03-20,9389175000
2006-03-21,9446100000
2006-03-22,9504750000
2006-03-23,9418500000
2006-03-24,9409875000
2006-03-27,9440925000
2006-03-28,9435750000
2006-03-29,9689325000
2006-03-30,9675525000
2006-03-31,9647120000
2006-04-03,9491328000
2006-04-04,9561520000
2006-04-05,9669376000
2006-04-06,9611168000
2006-04-07,9515296000
2006-04-10,9660816000
2006-04-11,9513584000
2006-04-12,9475920000
2006-04-13,9592336000
2006-04-17,9566656000
2006-04-18,9833728000
2006-04-19,9876528000
2006-04-20,10010064000
2006-04-21,10076832000
2006-04-24,10326784000
2006-04-25,10160720000
2006-04-26,10006640000
2006-04-27,9867968000
2006-04-28,9792640000
2006-05-01,9773808000
2006-05-02,9914192000
2006-05-03,9963840000
2006-05-04,9861120000
2006-05-05,9917616000
2006-05-08,9873104000
2006-05-09,9794352000
2006-05-10,9826880000
2006-05-11,9758400000
2006-05-12,9623152000
2006-05-15,9638560000
2006-05-16,9628288000
2006-05-17,9412576000
2006-05-18,9190016000
2006-05-19,9349232000
2006-05-22,9294448000
2006-05-23,9179744000
2006-05-24,9162624000
2006-05-25,9190016000
2006-05-26,9369776000
2006-05-30,9244800000
2006-05-31,9347520000
2006-06-01,9431408000
2006-06-02,9368064000
2006-06-05,9239664000
2006-06-06,9121536000
2006-06-07,9032512000
2006-06-08,9065040000
2006-06-09,9015392000
2006-06-12,8768864000
2006-06-13,8607936000
2006-06-14,8801392000
2006-06-15,9198576000
2006-06-16,9239664000
2006-06-19,9133520000
2006-06-20,9075312000
2006-06-21,9279040000
2006-06-22,9166048000
2006-06-23,9135232000
2006-06-26,9178032000
2006-06-27,9124960000
2006-06-28,9261920000
2006-06-29,9511872000
2006-06-30,9352638000
2006-07-03,9451404000
2006-07-05,9339246000
2006-07-06,9345942000
2006-07-07,9238806000
2006-07-10,9272286000
2006-07-11,9402858000
2006-07-12,9354312000
2006-07-13,9138366000
2006-07-14,8991054000
2006-07-17,9004446000
2006-07-18,8912376000
2006-07-19,9212022000
2006-07-20,9022860000
2006-07-21,9021186000
2006-07-24,9170172000
2006-07-25,9349290000
2006-07-26,9240480000
2006-07-27,8981010000
2006-07-28,8907354000
2006-07-31,8934138000
2006-08-01,8865504000
2006-08-02,8870526000
2006-08-03,8878896000
2006-08-04,8808588000
2006-08-07,8790174000
2006-08-08,8803566000
2006-08-09,8662950000
2006-08-10,8704800000
2006-08-11,8718192000
2006-08-14,8688060000
2006-08-15,8813610000
2006-08-16,8979336000
2006-08-17,9026208000
2006-08-18,8945856000
2006-08-21,8917398000
2006-08-22,8878896000
2006-08-23,8959248000
2006-08-24,8838720000
2006-08-25,8780130000
2006-08-28,8924094000
2006-08-29,8850438000
2006-08-30,8815284000
2006-08-31,8776782000
2006-09-01,8855460000
2006-09-05,8959248000
2006-09-06,8972640000
2006-09-07,8907354000
2006-09-08,8959248000
2006-09-11,8920746000
2006-09-12,8970966000
2006-09-13,9017838000
2006-09-14,8957574000
2006-09-15,8852112000
2006-09-18,8778456000
2006-09-19,8893962000
2006-09-20,9006120000
2006-09-21,8992728000
2006-09-22,8944182000
2006-09-25,9084798000
2006-09-26,9129996000
2006-09-27,9101538000
2006-09-28,9145062000
2006-09-29,9180216000
2006-10-02,9232110000
2006-10-03,9319158000
2006-10-04,9478188000
2006-10-05,9520038000
2006-10-06,9511668000
2006-10-09,9583650000
2006-10-10,9605412000
2006-10-11,9635544000
2006-10-12,9680742000
2006-10-13,9704178000
2006-10-16,9794574000
2006-10-17,9742680000
2006-10-18,9771138000
2006-10-19,9725940000
2006-10-20,9685764000
2006-10-23,9635544000
2006-10-24,9776160000
2006-10-25,9650610000
2006-10-26,9695808000
2006-10-27,9692460000
2006-10-30,9754398000
2006-10-31,9722592000
2006-11-01,9667350000
2006-11-02,9665676000
2006-11-03,9707526000
2006-11-06,9772812000
2006-11-07,9804618000
2006-11-08,9761094000
2006-11-09,9695808000
2006-11-10,9712548000
2006-11-13,9751050000
2006-11-14,9831402000
2006-11-15,10018890000
2006-11-16,10020564000
2006-11-17,10002150000
2006-11-20,9995454000
2006-11-21,9990432000
2006-11-22,10074132000
2006-11-24,10119330000
2006-11-27,9901710000
2006-11-28,10013868000
2006-11-29,10171224000
2006-11-30,10099242000
2006-12-01,10099242000
2006-12-04,10187964000
2006-12-05,10298448000
2006-12-06,10249902000
2006-12-07,10303470000
2006-12-08,10268316000
2006-12-11,10286730000
2006-12-12,10259946000
2006-12-13,10291752000
2006-12-14,10400562000
2006-12-15,10517742000
2006-12-18,10512720000
2006-12-19,10623204000
2006-12-20,10663380000
2006-12-21,10646640000
2006-12-22,10552896000
2006-12-26,10609812000
2006-12-27,10765494000
2006-12-28,10690164000
2006-12-29,10594746000
2007-01-03,10686835000
2007-01-04,10577700000
2007-01-05,10612959000
2007-01-08,10849698000
2007-01-09,10945401000
2007-01-10,11131770000
2007-01-11,11116658999
2007-01-12,11205646000
2007-01-16,11336608000
2007-01-17,11393694000
2007-01-18,11165350000
2007-01-19,11160313000
2007-01-22,11059573000
2007-01-23,11418879000
2007-01-24,11331571000
2007-01-25,11348361000
2007-01-26,11212362000
2007-01-29,11316460000
2007-01-30,11343324000
2007-01-31,11452458999
2007-02-01,11605248000
2007-02-02,11462533000
2007-02-05,11549841000
2007-02-06,11684161000
2007-02-07,11699272000
2007-02-08,11625396000
2007-02-09,11433989999
2007-02-12,11390336000
2007-02-13,11474286000
2007-02-14,11622038000
2007-02-15,11662333999
2007-02-16,11534730000
2007-02-20,11633791000
2007-02-21,11601889999
2007-02-22,11496113000
2007-02-23,11494433999
2007-02-26,11400410000
2007-02-27,10972264999
2007-02-28,10994092000
2007-03-01,11049499000
2007-03-02,10978981000
2007-03-05,11005845000
2007-03-06,11172066000
2007-03-07,11133449000
2007-03-08,11239226000
2007-03-09,11292954000
2007-03-12,11472607000
2007-03-13,11232510000
2007-03-14,11319818000
2007-03-15,11418879000
2007-03-16,11464212000
2007-03-19,11576705000
2007-03-20,11491076000
2007-03-21,11580063000
2007-03-22,11454138000
2007-03-23,11528014000
2007-03-26,11449101000
2007-03-27,11358435000
2007-03-28,11200608999
2007-03-29,11230831000
2007-03-30,11237547000
2007-04-02,11189000000
2007-04-03,11277510000
2007-04-04,11252460000
2007-04-05,11200689999
2007-04-09,11187330000
2007-04-10,11173970000
2007-04-11,11030350000
2007-04-12,11016990000
2007-04-13,10966890000
2007-04-16,11013650000
2007-04-17,11010310000
2007-04-18,10940170000
2007-04-19,10916790000
2007-04-20,11048720000
2007-04-23,11117189999
2007-04-24,11108840000
2007-04-25,11259140000
2007-04-26,11255800000
2007-04-27,11194010000
2007-04-30,10966890000
2007-05-01,10926810000
2007-05-02,11015319999
2007-05-03,11087130000
2007-05-04,11037030000
2007-05-07,11073770000
2007-05-08,11028680000
2007-05-09,11162280000
2007-05-10,11008640000
2007-05-11,11068760000
2007-05-14,11229080000
2007-05-15,11175640000
2007-05-16,11277510000
2007-05-17,11320930000
2007-05-18,11442840000
2007-05-21,11491270000
2007-05-22,11409439999
2007-05-23,11374370000
2007-05-24,11461210000
2007-05-25,11549720000
2007-05-29,11619860000
2007-05-30,11770160000
2007-05-31,11801890000
2007-06-01,11823600000
2007-06-04,11771830000
2007-06-05,11693340000
2007-06-06,11608170000
2007-06-07,11399420000
2007-06-08,11649920000
2007-06-11,11541370000
2007-06-12,11519660000
2007-06-13,11768490000
2007-06-14,11858670000
2007-06-15,12015650000
2007-06-18,11882050000
2007-06-19,12022330000
2007-06-20,11900420000
2007-06-21,11903760000
2007-06-22,11763480000
2007-06-25,11733420000
2007-06-26,11703360000
2007-06-27,11673300000
2007-06-28,11741770000
2007-06-29,11796880000
2007-07-02,11665269000
2007-07-03,11665269000
2007-07-05,11769525000
2007-07-06,11748348000
2007-07-09,11829798000
2007-07-10,11635947000
2007-07-11,11787444000
2007-07-12,11951973000
2007-07-13,11960118000
2007-07-16,11947086000
2007-07-17,11963376000
2007-07-18,11894958000
2007-07-19,12136050000
2007-07-20,11966633999
2007-07-23,12131163000
2007-07-24,11934054000
2007-07-25,12002472000
2007-07-26,11251502999
2007-07-27,11565900000
2007-07-30,11482821000
2007-07-31,11191230000
2007-08-01,11302002000
2007-08-02,11471418000
2007-08-03,11305260000
2007-08-06,11450241000
2007-08-07,11319921000
2007-08-08,11354130000
2007-08-09,11108151000
2007-08-10,11095119000
2007-08-13,10977831000
2007-08-14,10718820000
2007-08-15,10467954000
2007-08-16,10246410000
2007-08-17,10583613000
2007-08-20,10733481000
2007-08-21,10797012000
2007-08-22,11085345000
2007-08-23,10979460000
2007-08-24,11085345000
2007-08-27,11073942000
2007-08-28,10741626000
2007-08-29,11042991000
2007-08-30,11165166000
2007-08-31,11218923000
2007-09-04,11236842000
2007-09-05,10956654000
2007-09-06,11098377000
2007-09-07,10889865000
2007-09-10,10881720000
2007-09-11,11117925000
2007-09-12,11142360000
2007-09-13,11302002000
2007-09-14,11469789000
2007-09-17,11158650000
2007-09-18,11240100000
2007-09-19,11308518000
2007-09-20,11362275000
2007-09-21,11582190000
2007-09-24,11777670000
2007-09-25,11793960000
2007-09-26,11919393000
2007-09-27,11938941000
2007-09-28,11898216000
2007-10-01,12180033000
2007-10-02,12118131000
2007-10-03,12116502000
2007-10-04,12238677000
2007-10-05,12158856000
2007-10-08,12111615000
2007-10-09,12357594000
2007-10-10,12061116000
2007-10-11,11937312000
2007-10-12,12131163000
2007-10-15,12106727999
2007-10-16,12176775000
2007-10-17,12121389000
2007-10-18,12248451000
2007-10-19,12007358999
2007-10-22,12074148000
2007-10-23,12105099000
2007-10-24,12227274000
2007-10-25,12212613000
2007-10-26,12292433999
2007-10-29,12328272000
2007-10-30,12031794000
2007-10-31,12186549000
2007-11-01,12134421000
2007-11-02,12193065000
2007-11-05,12109986000
2007-11-06,12329901000
2007-11-07,12087180000
2007-11-08,12080664000
2007-11-09,12015504000
2007-11-12,11911248000
2007-11-13,12062745000
2007-11-14,11929167000
2007-11-15,11810250000
2007-11-16,11745090000
2007-11-19,11574045000
2007-11-20,11543094000
2007-11-21,11477933999
2007-11-23,11712510000
2007-11-26,11490966000
2007-11-27,11673414000
2007-11-28,12088808999
2007-11-29,12002472000
2007-11-30,11748348000
2007-12-03,11790702000
2007-12-04,11728800000
2007-12-05,12004101000
2007-12-06,12108357000
2007-12-07,11992698000
2007-12-10,12025277999
2007-12-11,11624544000
2007-12-12,11722283999
2007-12-13,11881926000
2007-12-14,11955231000
2007-12-17,11676672000
2007-12-18,11720655000
2007-12-19,11657124000
2007-12-20,11658752999
2007-12-21,11955231000
2007-12-24,12030165000
2007-12-26,11898216000
2007-12-27,11769525000
2007-12-28,11730429000
2007-12-31,11594367000
2008-01-02,11384937000
2008-01-03,11537982000
2008-01-04,11223837000
2008-01-07,11022462000
2008-01-08,10685763000
2008-01-09,10967688000
2008-01-10,11032128000
2008-01-11,10700262000
2008-01-14,10750203000
2008-01-15,10431225000
2008-01-16,10226628000
2008-01-17,9857709000
2008-01-18,9856098000
2008-01-22,9355077000
2008-01-23,9421128000
2008-01-24,9907650000
2008-01-25,9968868000
2008-01-28,10038141000
2008-01-29,10205685000
2008-01-30,10025253000
2008-01-31,10176687000
2008-02-01,10365174000
2008-02-04,10347453000
2008-02-05,10041363000
2008-02-06,10007532000
2008-02-07,9773937000
2008-02-08,9703053000
2008-02-11,9799713000
2008-02-12,9906039000
2008-02-13,9947925000
2008-02-14,9707886000
2008-02-15,9654723000
2008-02-19,9688554000
2008-02-20,9551619000
2008-02-21,9306747000
2008-02-22,9580617000
2008-02-25,9672444000
2008-02-26,9701442000
2008-02-27,9588672000
2008-02-28,9525843000
2008-02-29,9488790000
2008-03-03,9359910000
2008-03-04,9289026000
2008-03-05,9456570000
2008-03-06,9395352000
2008-03-07,9274527000
2008-03-10,9086040000
2008-03-11,9198810000
2008-03-12,9116649000
2008-03-13,9097317000
2008-03-14,9063486000
2008-03-17,8955549000
2008-03-18,9189144000
2008-03-19,9123093000
2008-03-20,8821836000
2008-03-24,9197199000
2008-03-25,9271305000
2008-03-26,9163368000
2008-03-27,9153702000
2008-03-28,9248751000
2008-03-31,9161145000
2008-04-01,9534644000
2008-04-02,9709371000
2008-04-03,9701356000
2008-04-04,10042795000
2008-04-07,9895319000
2008-04-08,9876083000
2008-04-09,10130960000
2008-04-10,10140578000
2008-04-11,9885701000
2008-04-14,10020353000
2008-04-15,9844023000
2008-04-16,10002720000
2008-04-17,9940203000
2008-04-18,10204698000
2008-04-21,9980278000
2008-04-22,9845626000
2008-04-23,10017147000
2008-04-24,9996308000
2008-04-25,10329732000
2008-04-28,10268818000
