,CG
2021-09-01,18189617462
2021-09-02,18233386343
2021-09-03,18269860410
2021-09-07,18007247124
2021-09-08,17927004176
2021-09-09,17912414549
2021-09-10,17802992346
2021-09-13,17981715277
2021-09-14,17916061956
2021-09-15,18433993714
2021-09-16,18525178883
2021-09-17,18627306272
2021-09-20,17150106538
2021-09-21,17317887249
2021-09-22,17511199806
2021-09-23,17751928652
2021-09-24,17620622009
2021-09-27,17631564229
2021-09-28,17091748030
2021-09-29,17285060588
2021-09-30,17257200000
2021-10-01,17487150000
2021-10-04,16990749999
2021-10-05,17432400000
2021-10-06,17337500000
2021-10-07,17866750000
2021-10-08,18038300000
2021-10-11,17848500000
2021-10-12,17983550000
2021-10-13,18195250000
2021-10-14,18720850000
2021-10-15,18779250000
2021-10-18,18936200000
2021-10-19,19348650000
2021-10-20,19527500000
2021-10-21,19852350000
2021-10-22,20133400000
2021-10-25,20304950000
2021-10-26,20545850000
2021-10-27,20118800000
2021-10-28,20556800000
2021-10-29,20494750000
2021-11-01,20231950000
2021-11-02,20191800000
2021-11-03,21038600000
2021-11-04,21516750000
2021-11-05,21837950000
2021-11-08,21425500000
2021-11-09,21699250000
2021-11-10,21162700000
2021-11-11,21513100000
2021-11-12,21951100000
2021-11-15,21618950000
2021-11-16,21739400000
2021-11-17,21626250000
2021-11-18,21644500000
2021-11-19,21535000000
2021-11-22,20994800000
2021-11-23,20618850000
2021-11-24,20878000000
2021-11-26,19983750000
2021-11-29,20732000000
2021-11-30,19961850000
2021-12-01,19593200000
2021-12-02,20151650000
2021-12-03,19407050000
2021-12-06,19640650000
2021-12-07,19939950000
2021-12-08,19961850000
2021-12-09,19684450000
2021-12-10,19753800000
2021-12-13,19337700000
2021-12-14,19166150000
2021-12-15,19355950000
2021-12-16,18830350000
2021-12-17,18980000000
2021-12-20,18469000000
2021-12-21,18980000000
2021-12-22,19914400000
2021-12-23,20253850000
2021-12-27,20494750000
2021-12-28,20246550000
2021-12-29,19845050000
2021-12-30,19830450000
2021-12-31,19630858606
2022-01-03,19384131967
2022-01-04,19870433747
2022-01-05,18379346673
2022-01-06,18400801163
2022-01-07,18243468234
2022-01-10,17928802377
2022-01-11,18658255046
2022-01-12,18862072704
2022-01-13,18547406847
2022-01-14,18304255957
2022-01-18,18282801466
2022-01-19,18089711054
2022-01-20,18129044286
2022-01-21,17553348797
2022-01-24,17177895217
2022-01-25,16838199121
2022-01-26,16627229967
2022-01-27,16788138644
2022-01-28,17342379643
2022-01-31,18254195479
2022-02-01,18844193962
2022-02-02,19248253529
2022-02-03,17753590706
2022-02-04,17814378429
2022-02-07,17939529622
2022-02-08,17692802984
2022-02-09,18107589796
2022-02-10,17642742506
2022-02-11,16881108101
2022-02-14,16723775173
2022-02-15,17267288927
2022-02-16,17124258991
2022-02-17,16298261116
2022-02-18,16344745844
2022-02-22,16030079987
2022-02-23,15912080291
2022-02-24,16212443154
2022-02-25,16856077863
2022-02-28,16759532657
2022-03-01,16108746451
2022-03-02,16956198817
2022-03-03,16505654522
2022-03-04,15604565930
2022-03-07,14513962674
2022-03-08,14664144106
2022-03-09,15543778207
2022-03-10,15282748576
2022-03-11,15186203369
2022-03-14,14935900983
2022-03-15,15407899769
2022-03-16,16258927883
2022-03-17,16863229360
2022-03-18,16913289837
2022-03-21,16605775476
2022-03-22,16777411398
2022-03-23,16509230270
2022-03-24,16662987450
2022-03-25,16548563502
2022-03-28,16641532960
2022-03-29,17188622462
2022-03-30,16695169186
2022-03-31,17678305763
2022-04-01,17862643034
2022-04-04,17804811733
2022-04-05,16930113309
2022-04-06,16246981068
2022-04-07,15943366739
2022-04-08,15997583583
2022-04-11,15567463284
2022-04-12,15426499488
2022-04-13,15925294457
2022-04-14,15440957313
2022-04-18,15206017654
2022-04-19,15885535438
2022-04-20,16228908787
2022-04-21,14985535819
2022-04-22,14396379442
2022-04-25,14692764859
2022-04-26,13814451978
2022-04-27,13940957949
2022-04-28,13908427842
2022-04-29,13116861912
2022-05-02,13391560591
2022-05-03,13955415774
2022-05-04,14653005840
2022-05-05,13875897735
2022-05-06,13622885794
2022-05-09,12838548777
2022-05-10,13178307669
2022-05-11,12806018670
2022-05-12,12849392146
2022-05-13,13615656882
2022-05-16,13575897862
2022-05-17,13886741104
2022-05-18,13102404087
2022-05-19,12733729544
2022-05-20,13279512446
2022-05-23,13257825708
2022-05-24,12950596922
2022-05-25,13196379951
2022-05-26,13944572405
2022-05-27,14313246948
2022-05-31,13926500123
2022-06-01,13904813386
2022-06-02,14331319229
2022-06-03,14360234879
2022-06-06,14407222811
2022-06-07,14277102385
2022-06-08,13944572405
2022-06-09,13651801445
2022-06-10,12997584854
2022-06-13,12075898498
2022-06-14,11996380459
2022-06-15,12437344128
2022-06-16,11436139733
2022-06-17,11696380586
2022-06-21,11750597431
2022-06-22,11667464936
2022-06-23,11891561227
2022-06-24,12328910439
2022-06-27,12206018925
2022-06-28,11909633508
2022-06-29,11728910693
2022-06-30,11489257726
2022-07-01,11645302603
2022-07-05,11794089580
2022-07-06,11500144578
2022-07-07,11859410691
2022-07-08,11609013097
2022-07-11,11467484022
2022-07-12,11467484022
2022-07-13,11333212848
2022-07-14,11079186303
2022-07-15,11619899949
2022-07-18,11681592110
2022-07-19,12287626867
2022-07-20,12516250757
2022-07-21,12726729894
2022-07-22,12701327240
2022-07-25,12748503598
2022-07-26,12661408782
2022-07-27,12900919525
2022-07-28,13615822801
2022-07-29,14120246940
2022-08-01,13967831013
2022-08-02,13692030764
2022-08-03,14065812680
2022-08-04,13927912556
2022-08-05,13775496629
2022-08-08,12806566808
2022-08-09,12381979583
2022-08-10,12828340512
2022-08-11,12465445448
2022-08-12,12773906252
2022-08-15,12926322179
2022-08-16,12984385389
2022-08-17,12421898040
2022-08-18,12567056066
2022-08-19,12178758347
2022-08-22,11928360753
2022-08-23,12095292483
2022-08-24,12153355693
2022-08-25,12577942918
2022-08-26,12008197667
2022-08-29,11921102852
2022-08-30,11855781740
2022-08-31,11804976431
2022-09-01,11852152790
2022-09-02,11706994764
2022-09-06,11489257726
2022-09-07,11732397419
2022-09-08,11812234333
2022-09-09,12000939766
2022-09-12,12124324088
2022-09-13,11427565565
2022-09-14,11474741923
2022-09-15,11402162910
2022-09-16,11209828526
2022-09-19,11315068095
2022-09-20,10930399327
2022-09-21,10636454325
2022-09-22,10226382903
2022-09-23,9780021974
2022-09-26,9609461294
2022-09-27,9674782406
2022-09-28,9950582654
2022-09-29,9522366479
2022-09-30,9382504000
2022-10-03,9778283000
2022-10-04,10290254000
2022-10-05,10286623000
2022-10-06,10036084000
2022-10-07,9683877000
2022-10-10,9553161000
2022-10-11,9397028000
2022-10-12,9360718000
2022-10-13,9665722000
2022-10-14,9233633000
2022-10-17,9585840000
2022-10-18,9760128000
2022-10-19,9404290000
2022-10-20,9324408000
2022-10-21,9585840000
2022-10-24,9618519000
2022-10-25,10112335000
2022-10-26,10188586000
2022-10-27,10304778000
2022-10-28,10450018000
2022-10-31,10268468000
2022-11-01,10293885000
2022-11-02,10105073000
2022-11-03,9869058000
2022-11-04,10145014000
2022-11-07,10195848000
2022-11-08,9411552000
2022-11-09,9455124000
2022-11-10,10667878000
2022-11-11,10958358000
2022-11-14,10493590000
2022-11-15,10802225000
2022-11-16,10624306000
2022-11-17,10384660000
2022-11-18,10272099000
2022-11-21,10519007000
2022-11-22,10638830000
2022-11-23,10758653000
2022-11-25,10667878000
2022-11-28,10649723000
2022-11-29,10849428000
2022-11-30,11317827000
2022-12-01,11532056000
2022-12-02,11459436000
2022-12-05,11132646000
2022-12-06,10947465000
2022-12-07,10529900000
2022-12-08,10573472000
2022-12-09,10729605000
2022-12-12,10969251000
2022-12-13,11299672000
2022-12-14,11009192000
2022-12-15,10849428000
2022-12-16,10707819000
2022-12-19,10351981000
2022-12-20,10399184000
2022-12-21,10798594000
2022-12-22,10715081000
2022-12-23,10842166000
2022-12-27,10711450000
2022-12-28,10537162000
2022-12-29,10976513000
2022-12-30,10834904000
2023-01-03,10884698357
2023-01-04,11200459863
2023-01-05,10935510553
2023-01-06,11254901502
2023-01-09,11777541237
2023-01-10,11817465105
2023-01-11,12002566678
2023-01-12,12104191071
2023-01-13,12169521037
2023-01-17,12173150480
2023-01-18,12176779922
2023-01-19,11933607268
2023-01-20,12289292643
2023-01-23,12554241953
2023-01-24,12499800314
2023-01-25,12521576970
2023-01-26,12811932377
2023-01-27,12859115131
2023-01-30,12761120181
2023-01-31,13055105032
2023-02-01,13232947719
2023-02-02,13704775257
2023-02-03,13574115324
2023-02-06,13178506080
2023-02-07,13211171064
2023-02-08,12902668442
2023-02-09,12459876445
2023-02-10,12572389166
2023-02-13,12844597361
2023-02-14,12822820705
2023-02-15,12862744574
2023-02-16,12634089690
2023-02-17,12717566870
2023-02-21,12358252052
2023-02-22,12496170871
2023-02-23,12648607461
2023-02-24,12594165822
2023-02-27,12521576970
2023-02-28,12485282544
2023-03-01,12492541429
2023-03-02,12514318084
2023-03-03,12891780115
2023-03-06,12779267394
2023-03-07,12369140380
2023-03-08,12572389166
2023-03-09,12038861104
2023-03-10,10982693307
2023-03-13,10920992783
2023-03-14,10989952192
2023-03-15,11102464913
2023-03-16,11200459863
2023-03-17,11040764389
2023-03-20,10993581635
2023-03-21,11508962484
2023-03-22,11160535995
2023-03-23,11106094356
2023-03-24,11040764389
2023-03-27,11069799930
2023-03-28,11058911602
2023-03-29,11116982683
2023-03-30,10979063865
2023-03-31,11220836638
2023-04-03,11000466053
2023-04-04,10588625945
2023-04-05,10548886987
2023-04-06,10556112252
2023-04-10,10689779656
2023-04-11,10877636547
2023-04-12,10740356511
2023-04-13,11098007132
2023-04-14,11000466053
2023-04-17,11130520824
2023-04-18,11228061903
2023-04-19,11376179836
2023-04-20,10964339728
2023-04-21,10920988138
2023-04-24,10892087077
2023-04-25,10577788047
2023-04-26,10469409071
2023-04-27,10729518614
2023-04-28,10957114463
2023-05-01,11004078686
2023-05-02,10548886987
2023-05-03,10747581776
2023-05-04,9291690867
2023-05-05,9645728855
2023-05-08,9436196168
2023-05-09,9403682475
2023-05-10,9392844578
2023-05-11,9544575144
2023-05-12,9764945728
2023-05-15,9674629915
2023-05-16,9501223553
2023-05-17,9772170993
2023-05-18,9873324704
2023-05-19,9862486806
2023-05-22,10075632126
2023-05-23,10068406861
2023-05-24,9967253150
2023-05-25,9999766843
2023-05-26,10097307921
2023-05-30,10169560571
2023-05-31,9902225764
2023-06-01,10147884776
2023-06-02,10400769053
2023-06-05,10274326915
2023-06-06,10552499620
2023-06-07,10671716493
2023-06-08,10769257571
2023-06-09,10855960752
2023-06-12,10953501830
2023-06-13,10996853421
2023-06-14,11065493439
2023-06-15,11419531427
2023-06-16,11336440879
2023-06-20,11332828246
2023-06-21,11152196620
2023-06-22,11018529216
2023-06-23,10837897590
2023-06-26,10986015523
2023-06-27,11195548210
2023-06-28,11271413493
2023-06-29,11452045120
2023-06-30,11520159581
2023-07-03,11667992615
2023-07-05,11458862957
2023-07-06,11253338983
2023-07-07,11440834538
2023-07-10,11516553897
2023-07-11,11678809666
2023-07-12,11923996161
2023-07-13,12399946416
2023-07-14,12284564536
2023-07-17,12280958852
2023-07-18,12558596501
2023-07-19,12875896671
2023-07-20,12692006800
2023-07-21,12504511245
2023-07-24,12443214621
2023-07-25,12554990817
2023-07-26,12605470390
2023-07-27,12363889578
2023-07-28,12720852270
2023-07-31,12854262568
2023-08-01,12782148893
2023-08-02,11866305221
2023-08-03,11415594752
2023-08-04,11610301675
2023-08-07,11869910905
2023-08-08,11574244837
2023-08-09,11473285692
2023-08-10,11567033470
2023-08-11,11534582316
2023-08-14,11311029923
2023-08-15,10972095651
2023-08-16,10741331891
2023-08-17,10607921592
2023-08-18,10680035267
2023-08-21,10561047703
2023-08-22,10503356763
2023-08-23,10806234198
2023-08-24,10766571677
2023-08-25,10809839882
2023-08-28,10943250181
2023-08-29,11386749282
2023-08-30,11577850521
2023-08-31,11664386931
2023-09-01,11779768811
2023-09-05,11790585862
2023-09-06,11653569880
2023-09-07,11559822102
2023-09-08,11664386931
2023-09-11,11675203982
2023-09-12,11848276802
2023-09-13,11595878939
2023-09-14,11783374495
2023-09-15,12097068981
2023-09-18,11891545007
2023-09-19,11707655136
2023-09-20,11527370948
2023-09-21,10986518386
2023-09-22,10975701335
2023-09-25,11040603642
2023-09-26,10701669370
2023-09-27,10701669370
2023-09-28,10899981976
2023-09-29,10874742190
2023-10-02,10845648000
2023-10-03,10661640000
2023-10-04,10809568000
2023-10-05,10668856000
2023-10-06,10676072000
2023-10-09,10722976000
2023-10-10,10910592000
2023-10-11,10971928000
2023-10-12,10741016000
2023-10-13,10549792000
2023-10-16,10762664000
2023-10-17,10852864000
2023-10-18,10441552000
2023-10-19,9936432000
2023-10-20,10004984000
2023-10-23,10048280000
2023-10-24,10196208000
2023-10-25,9943648000
2023-10-26,10048280000
2023-10-27,9958080000
2023-10-30,10033848000
2023-10-31,9936432000
2023-11-01,9943648000
2023-11-02,10405472000
2023-11-03,10600304000
2023-11-06,10434336000
2023-11-07,10596696000
2023-11-08,10852864000
2023-11-09,10798744000
2023-11-10,10881728000
2023-11-13,10827608000
2023-11-14,11477048000
2023-11-15,11473440000
2023-11-16,11343552000
2023-11-17,11491480000
2023-11-20,11502304000
2023-11-21,11578072000
2023-11-22,11686312000
2023-11-24,11751256000
2023-11-27,11841456000
2023-11-28,12422344000
2023-11-29,12454816000
2023-11-30,12368224000
2023-12-01,12692944000
2023-12-04,12855304000
2023-12-05,12772320000
2023-12-06,12804792000
2023-12-07,13093432000
2023-12-08,13324344000
2023-12-11,13270224000
2023-12-12,13313520000
2023-12-13,14035120000
2023-12-14,15149992000
2023-12-15,15095872000
2023-12-18,15077832000
2023-12-19,14962376000
2023-12-20,14536632000
2023-12-21,14760327999
2023-12-22,14684560000
2023-12-26,14749504000
2023-12-27,15041752000
2023-12-28,15045360000
2023-12-29,14680952000
2024-01-02,14432391000
2024-01-03,14100363000
2024-01-04,14053446000
2024-01-05,14194197000
2024-01-08,14389083000
2024-01-09,14161716000
2024-01-10,14255550000
2024-01-11,14172543000
2024-01-12,14205024000
2024-01-16,13876605000
2024-01-17,13934349000
2024-01-18,14006529000
2024-01-19,14338556999
2024-01-22,14403518999
2024-01-23,14298858000
2024-01-24,14338556999
2024-01-25,14782464000
2024-01-26,14652540000
2024-01-29,14847426000
2024-01-30,14710284000
2024-01-31,14443218000
2024-02-01,14645322000
2024-02-02,14778855000
2024-02-05,14547879000
2024-02-06,14695848000
2024-02-07,15966216000
2024-02-08,16460649000
2024-02-09,16161102000
2024-02-12,16352379000
2024-02-13,15659451000
2024-02-14,15890427000
2024-02-15,16193583000
2024-02-16,16088922000
2024-02-20,15973434000
2024-02-21,16096140000
2024-02-22,16236891000
2024-02-23,16110576000
2024-02-26,15847118999
2024-02-27,16175538000
2024-02-28,16251327000
2024-02-29,16547265000
2024-03-01,16460649000
2024-03-04,16590573000
2024-03-05,16630272000
2024-03-06,16843203000
2024-03-07,17186058000
2024-03-08,17088615000
2024-03-11,16900947000
2024-03-12,16969518000
2024-03-13,16734933000
2024-03-14,16294635000
2024-03-15,16088922000
2024-03-18,16244109000
2024-03-19,16312680000
2024-03-20,16738542000
2024-03-21,17103051000
2024-03-22,16752978000
2024-03-25,16767414000
2024-03-26,16760196000
2024-03-27,16882902000
2024-03-28,16929818999
2024-04-01,16745760000
2024-04-02,16731324000
2024-04-03,16915383000
2024-04-04,16951473000
2024-04-05,17016435000
2024-04-08,17131923000
2024-04-09,17269065000
2024-04-10,16940646000
2024-04-11,17045306999
2024-04-12,16525611000
2024-04-15,16337943000
2024-04-16,16262154000
2024-04-17,16106967000
2024-04-18,15764112000
2024-04-19,15908472000
2024-04-22,16312680000
2024-04-23,16720497000
2024-04-24,16644708000
2024-04-25,16464258000
2024-04-26,16641099000
2024-04-29,16713279000
2024-04-30,16168319999
2024-05-01,14786073000
2024-05-02,14645322000
2024-05-03,14818554000
2024-05-06,15154191000
2024-05-07,15150581999
2024-05-08,14970131999
2024-05-09,15291333000
2024-05-10,15338250000
2024-05-13,15056748000
2024-05-14,15266069999
2024-05-15,15901254000
2024-05-16,15663060000
2024-05-17,15536744999
2024-05-20,15652233000
2024-05-21,16020351000
2024-05-22,15774939000
2024-05-23,15865164000
2024-05-24,16078094999
2024-05-28,15551181000
2024-05-29,15060356999
2024-05-30,15377949000
2024-05-31,15504264000
2024-06-03,15666668999
2024-06-04,15222762000
2024-06-05,15468174000
2024-06-06,14915997000
2024-06-07,14681412000
2024-06-10,14688630000
2024-06-11,14407128000
2024-06-12,14569533000
2024-06-13,14313293999
2024-06-14,14093144999
2024-06-17,14172543000
2024-06-18,14277204000
2024-06-20,14796900000
2024-06-21,14472090000
2024-06-24,14605623000
2024-06-25,14371038000
2024-06-26,14291640000
2024-06-27,14396301000
2024-06-28,14490135000
2024-07-01,14284422000
2024-07-02,14439609000
2024-07-03,14648931000
2024-07-05,14540661000
2024-07-08,14612841000
2024-07-09,14544269999
2024-07-10,14977350000
2024-07-11,15374340000
2024-07-12,15601706999
2024-07-15,15904863000
2024-07-16,16785459000
2024-07-17,16410123000
2024-07-18,16767414000
2024-07-19,16579746000
2024-07-22,16756587000
2024-07-23,16774631999
2024-07-24,16146666000
2024-07-25,16720497000
2024-07-26,17034480000
2024-07-29,17160794999
2024-07-30,17510868000
2024-07-31,17951166000
2024-08-01,17236584000
2024-08-02,15962606999
2024-08-05,14658754647
2024-08-06,14096196720
2024-08-07,13694881511
2024-08-08,14056781833
2024-08-09,14175026493
