,PM
2017-06-19,190863700000
2017-06-20,189636830000
2017-06-21,186655070000
2017-06-22,185909630000
2017-06-23,185676680000
2017-06-26,185599030000
2017-06-27,183471420000
2017-06-28,184698290000
2017-06-29,181825240000
2017-06-30,182399850000
2017-07-03,181545700000
2017-07-05,184092620000
2017-07-06,183797550000
2017-07-07,183098700000
2017-07-10,183502480000
2017-07-11,182027130000
2017-07-12,183611190000
2017-07-13,182493030000
2017-07-14,185008890000
2017-07-17,184807000000
2017-07-18,185800920000
2017-07-19,188875860000
2017-07-20,186142580000
2017-07-21,185707740000
2017-07-24,184636170000
2017-07-25,182974460000
2017-07-26,182710450000
2017-07-27,183549070000
2017-07-28,184046030000
2017-07-31,181250630000
2017-08-01,179961640000
2017-08-02,177756380000
2017-08-03,177802970000
2017-08-04,178222280000
2017-08-07,179930580000
2017-08-08,178082510000
2017-08-09,179231730000
2017-08-10,177383660000
2017-08-11,178408640000
2017-08-14,178222280000
2017-08-15,181421460000
2017-08-16,182834690000
2017-08-17,180039290000
2017-08-18,179107490000
2017-08-21,180536250000
2017-08-22,180505190000
2017-08-23,179309380000
2017-08-24,177849560000
2017-08-25,178284400000
2017-08-28,179433620000
2017-08-29,181002150000
2017-08-30,180815790000
2017-08-31,181592290000
2017-09-01,182989990000
2017-09-05,182741510000
2017-09-06,184216860000
2017-09-07,184682760000
2017-09-08,181794180000
2017-09-11,183145290000
2017-09-12,181778650000
2017-09-13,181483580000
2017-09-14,181281690000
2017-09-15,179821870000
2017-09-18,180272240000
2017-09-19,179154080000
2017-09-20,176156790000
2017-09-21,175364760000
2017-09-22,174728030000
2017-09-25,175877250000
2017-09-26,174262130000
2017-09-27,173330330000
2017-09-28,173625400000
2017-09-29,172398530000
2017-10-02,172181110000
2017-10-03,171125070000
2017-10-04,173035260000
2017-10-05,173221620000
2017-10-06,172802310000
2017-10-09,176063610000
2017-10-10,178859010000
2017-10-11,177445780000
2017-10-12,177865090000
2017-10-13,177026470000
2017-10-16,176296560000
2017-10-17,174945450000
2017-10-18,174728030000
2017-10-19,167956950000
2017-10-20,170084560000
2017-10-23,169836080000
2017-10-24,168609210000
2017-10-25,166171000000
2017-10-26,166062290000
2017-10-27,164524820000
2017-10-30,162599100000
2017-10-31,162505920000
2017-11-01,161123750000
2017-11-02,159648400000
2017-11-03,159430980000
2017-11-06,158623420000
2017-11-07,159990060000
2017-11-08,160098770000
2017-11-09,159120380000
2017-11-10,159990060000
2017-11-13,160751030000
2017-11-14,159524160000
2017-11-15,158483650000
2017-11-16,159430980000
2017-11-17,159399920000
2017-11-20,159244620000
2017-11-21,160518080000
2017-11-22,160797620000
2017-11-24,160238540000
2017-11-27,159524160000
2017-11-28,159772640000
2017-11-29,159462040000
2017-11-30,159570750000
2017-12-01,161061630000
2017-12-04,162459330000
2017-12-05,163779380000
2017-12-06,167102800000
2017-12-07,165705100000
2017-12-08,165534270000
2017-12-11,164680120000
2017-12-12,166636900000
2017-12-13,168096720000
2017-12-14,167227040000
2017-12-15,170333040000
2017-12-18,167677410000
2017-12-19,167910360000
2017-12-20,162086610000
2017-12-21,162723340000
2017-12-22,162521450000
2017-12-26,161682830000
2017-12-27,162614630000
2017-12-28,162769930000
2017-12-29,164074450000
2018-01-02,162117670000
2018-01-03,161915780000
2018-01-04,160688910000
2018-01-05,161977900000
2018-01-08,161729420000
2018-01-09,162894170000
2018-01-10,164043390000
2018-01-11,162847580000
2018-01-12,162288500000
2018-01-16,162863110000
2018-01-17,164291870000
2018-01-18,163173710000
2018-01-19,169152760000
2018-01-22,168981930000
2018-01-23,170100090000
2018-01-24,171761800000
2018-01-25,166931970000
2018-01-26,171125070000
2018-01-29,168671330000
2018-01-30,167630820000
2018-01-31,166528190000
2018-02-01,163329010000
2018-02-02,160642320000
2018-02-05,153265570000
2018-02-06,155812490000
2018-02-07,153560640000
2018-02-08,155905670000
2018-02-09,155206820000
2018-02-12,159027200000
2018-02-13,160036650000
2018-02-14,159244620000
2018-02-15,161030570000
2018-02-16,161993430000
2018-02-20,159726050000
2018-02-21,161077160000
2018-02-22,159927940000
2018-02-23,164788830000
2018-02-26,165674040000
2018-02-27,161636240000
2018-02-28,160813150000
2018-03-01,162568040000
2018-03-02,165875930000
2018-03-05,167258100000
2018-03-06,167692940000
2018-03-07,166000170000
2018-03-08,169277000000
2018-03-09,168189900000
2018-03-12,166388420000
2018-03-13,166543720000
2018-03-14,164012330000
2018-03-15,163049470000
2018-03-16,160673380000
2018-03-19,158002220000
2018-03-20,155719310000
2018-03-21,151805750000
2018-03-22,151681510000
2018-03-23,148513390000
2018-03-26,149631550000
2018-03-27,150221690000
2018-03-28,154973870000
2018-03-29,154368200000
2018-04-02,151674700000
2018-04-03,155266750000
2018-04-04,156930600000
2018-04-05,158143500000
2018-04-06,157086100000
2018-04-09,156588500000
2018-04-10,157210500000
2018-04-11,156619600000
2018-04-12,155888750000
2018-04-13,158376750000
2018-04-16,160087250000
2018-04-17,160631500000
2018-04-18,157739200000
2018-04-19,133170200000
2018-04-20,131039850000
2018-04-23,130106850000
2018-04-24,128271949999
2018-04-25,127214550000
2018-04-26,126716949999
2018-04-27,128380800000
2018-04-30,127510000000
2018-05-01,126266000000
2018-05-02,124555499999
2018-05-03,125084200000
2018-05-04,127307850000
2018-05-07,126748050000
2018-05-08,125659550000
2018-05-09,127494449999
2018-05-10,129065000000
2018-05-11,126266000000
2018-05-14,125737300000
2018-05-15,124291150000
2018-05-16,125783950000
2018-05-17,126017200000
2018-05-18,125566250000
2018-05-21,124633250000
2018-05-22,124197850000
2018-05-23,127043500000
2018-05-24,126903550000
2018-05-25,124928700000
2018-05-29,123264850000
2018-05-30,124897599999
2018-05-31,123684700000
2018-06-01,121569900000
2018-06-04,121927550000
2018-06-05,120528050000
2018-06-06,119501749999
2018-06-07,120341450000
2018-06-08,123498100000
2018-06-11,125130850000
2018-06-12,124897599999
2018-06-13,124555499999
2018-06-14,125721749999
2018-06-15,127323400000
2018-06-18,124446650000
2018-06-19,125706200000
2018-06-20,127121250000
2018-06-21,123575850000
2018-06-22,124695450000
2018-06-25,124353350000
2018-06-26,124042350000
2018-06-27,124244500000
2018-06-28,126981300000
2018-06-29,125550699999
2018-07-02,124773199999
2018-07-03,126141600000
2018-07-05,127556650000
2018-07-06,127914300000
2018-07-09,127789900000
2018-07-10,128551850000
2018-07-11,128816200000
2018-07-12,129376000000
2018-07-13,128567400000
2018-07-16,127385600000
2018-07-17,128023150000
2018-07-18,127743250000
2018-07-19,125799500000
2018-07-20,131102050000
2018-07-23,129407100000
2018-07-24,129935800000
2018-07-25,130324550000
2018-07-26,131335299999
2018-07-27,132905850000
2018-07-30,134694100000
2018-07-31,134196500000
2018-08-01,133014700000
2018-08-02,133730000000
2018-08-03,135036200000
2018-08-06,133963250000
2018-08-07,132999150000
2018-08-08,130231250000
2018-08-09,131242000000
2018-08-10,128380800000
2018-08-13,127292300000
2018-08-14,127992050000
2018-08-15,129702550000
2018-08-16,131677400000
2018-08-17,132252750000
2018-08-20,131521900000
2018-08-21,129889150000
2018-08-22,128178650000
2018-08-23,128007599999
2018-08-24,123917950000
2018-08-27,124804300000
2018-08-28,123622500000
2018-08-29,122938300000
2018-08-30,122176349999
2018-08-31,121118950000
2018-09-04,120730200000
2018-09-05,122518450000
2018-09-06,122254100000
2018-09-07,122222999999
2018-09-10,121880900000
2018-09-11,120434750000
2018-09-12,124477750000
2018-09-13,124057900000
2018-09-14,123358150000
2018-09-17,124866500000
2018-09-18,124913150000
2018-09-19,125815050000
2018-09-20,128365250000
2018-09-21,130231250000
2018-09-24,126903550000
2018-09-25,124260050000
2018-09-26,125177500000
2018-09-27,126748050000
2018-09-28,126794700000
2018-10-01,127230099999
2018-10-02,129873600000
2018-10-03,128925050000
2018-10-04,130340099999
2018-10-05,130775499999
2018-10-08,132003950000
2018-10-09,131599650000
2018-10-10,131584100000
2018-10-11,127992050000
2018-10-12,127992050000
2018-10-15,129826949999
2018-10-16,129842500000
2018-10-17,131490800000
2018-10-18,136093600000
2018-10-19,138130650000
2018-10-22,136078050000
2018-10-23,137617500000
2018-10-24,138706000000
2018-10-25,140929650000
2018-10-26,138395000000
2018-10-29,140665300000
2018-10-30,140680850000
2018-10-31,136948849999
2018-11-01,137384249999
2018-11-02,138006250000
2018-11-05,139250250000
2018-11-06,138037350000
2018-11-07,138503850000
2018-11-08,139141400000
2018-11-09,138674900000
2018-11-12,136777799999
2018-11-13,134352000000
2018-11-14,132952500000
2018-11-15,133465650000
2018-11-16,134243150000
2018-11-19,136264650000
2018-11-20,134585250000
2018-11-21,130542250000
2018-11-23,130697750000
2018-11-26,130371200000
2018-11-27,132252750000
2018-11-28,134336450000
2018-11-29,135222799999
2018-11-30,134554150000
2018-12-03,135409400000
2018-12-04,132843650000
2018-12-06,132625950000
2018-12-07,131490800000
2018-12-10,130962100000
2018-12-11,131133150000
2018-12-12,130340099999
2018-12-13,131148700000
2018-12-14,128287500000
2018-12-17,126577000000
2018-12-18,116889350000
2018-12-19,112022200000
2018-12-20,107419400000
2018-12-21,102956549999
2018-12-24,102583350000
2018-12-26,103967300000
2018-12-27,103687400000
2018-12-28,104604850000
2018-12-31,103811800000
2019-01-02,104667050000
2019-01-03,103314200000
2019-01-04,108150250000
2019-01-07,104838100000
2019-01-08,105537850000
2019-01-09,105600050000
2019-01-10,105973250000
2019-01-11,108072500000
2019-01-14,108259100000
2019-01-15,109627500000
2019-01-16,110016250000
2019-01-17,112768600000
2019-01-18,114743450000
2019-01-22,113219550000
2019-01-23,115070000000
2019-01-24,111260250000
2019-01-25,113095150000
2019-01-28,115614249999
2019-01-29,115707550000
2019-01-30,115816400000
2019-01-31,119299600000
2019-02-01,117760150000
2019-02-04,118257750000
2019-02-05,117884550000
2019-02-06,117418050000
2019-02-07,119315150000
2019-02-08,124368900000
2019-02-11,122922750000
2019-02-12,125332999999
2019-02-13,126421500000
2019-02-14,127276749999
2019-02-15,129780299999
2019-02-19,129671450000
2019-02-20,132237200000
2019-02-21,133076900000
2019-02-22,135518250000
2019-02-25,134662999999
2019-02-26,134523050000
2019-02-27,135704850000
2019-02-28,135191700000
2019-03-01,136078050000
2019-03-04,135720400000
2019-03-05,135253900000
2019-03-06,135316100000
2019-03-07,135238350000
2019-03-08,135984750000
2019-03-11,138768200000
2019-03-12,138084000000
2019-03-13,139172500000
2019-03-14,139623450000
2019-03-15,141271750000
2019-03-18,141085150000
2019-03-19,140727500000
2019-03-20,141100700000
2019-03-21,142920050000
2019-03-22,141769350000
2019-03-25,137259850000
2019-03-26,137757450000
2019-03-27,135331650000
2019-03-28,135720400000
2019-03-29,137446450000
2019-04-01,137239200000
2019-04-02,136943560000
2019-04-03,133520360000
2019-04-04,133924919999
2019-04-05,132944640000
2019-04-08,132742360000
2019-04-09,133567040000
2019-04-10,133364759999
2019-04-11,133053560000
2019-04-12,133458120000
2019-04-15,134111640000
2019-04-16,134142759999
2019-04-17,133006880000
2019-04-18,131466439999
2019-04-22,131155240000
2019-04-23,132119960000
2019-04-24,131404200000
2019-04-25,130066040000
2019-04-26,131886560000
2019-04-29,132104400000
2019-04-30,134687360000
2019-05-01,133473680000
2019-05-02,132135520000
2019-05-03,133349200000
2019-05-06,132446720000
2019-05-07,131373080000
2019-05-08,130408360000
2019-05-09,130595080000
2019-05-10,131544240000
2019-05-13,130237200000
2019-05-14,130844040000
2019-05-15,132789040000
2019-05-16,133053560000
2019-05-17,135076360000
2019-05-20,134173880000
2019-05-21,133442560000
2019-05-22,133022439999
2019-05-23,134189439999
2019-05-24,131699840000
2019-05-28,126891800000
2019-05-29,126253840000
2019-05-30,123857599999
2019-05-31,120014280000
2019-06-03,122317160000
2019-06-04,122146000000
2019-06-05,120201000000
2019-06-06,120123200000
2019-06-07,121632520000
2019-06-10,119749759999
2019-06-11,121585840000
2019-06-12,120138759999
2019-06-13,120730040000
2019-06-14,120123200000
2019-06-17,121352439999
2019-06-18,119983160000
2019-06-19,119267400000
2019-06-20,120092080000
2019-06-21,123266320000
2019-06-24,121103480000
2019-06-25,122643919999
2019-06-26,120403280000
2019-06-27,121243520000
2019-06-28,122192680000
2019-07-01,121336880000
2019-07-02,124091000000
2019-07-03,125460280000
2019-07-05,124666720000
2019-07-08,123873160000
2019-07-09,123608640000
2019-07-10,124915680000
2019-07-11,126440560000
2019-07-12,127420840000
2019-07-15,126767320000
2019-07-16,126938480000
2019-07-17,126113800000
2019-07-18,136476759999
2019-07-19,138063880000
2019-07-22,135294200000
2019-07-23,134983000000
2019-07-24,132291120000
2019-07-25,133240280000
2019-07-26,133784880000
2019-07-29,134998560000
2019-07-30,134282800000
2019-07-31,130097160000
2019-08-01,128292200000
2019-08-02,130968520000
2019-08-05,124884560000
2019-08-06,126533919999
2019-08-07,126596160000
2019-08-08,128338880000
2019-08-09,128510040000
2019-08-12,128183280000
2019-08-13,130626200000
2019-08-14,129661480000
2019-08-15,131466439999
2019-08-16,132119960000
2019-08-19,132275560000
2019-08-20,129148000000
2019-08-21,129225800000
2019-08-22,129070200000
2019-08-23,126378320000
2019-08-26,120947880000
2019-08-27,111565200000
2019-08-28,115641919999
2019-08-29,113152320000
2019-08-30,112172040000
2019-09-03,113058960000
2019-09-04,113619120000
2019-09-05,111954200000
2019-09-06,113541320000
2019-09-09,114054800000
2019-09-10,115922000000
2019-09-11,116808919999
2019-09-12,116544400000
2019-09-13,113665800000
2019-09-16,112965599999
2019-09-17,112063120000
2019-09-18,111347360000
2019-09-19,111580759999
2019-09-20,110787200000
2019-09-23,112032000000
2019-09-24,111347360000
2019-09-25,117135680000
2019-09-26,117151240000
2019-09-27,116902280000
2019-09-30,118147080000
2019-10-01,121103480000
2019-10-02,119376320000
2019-10-03,119454120000
2019-10-04,121803680000
2019-10-07,120076520000
2019-10-08,118831720000
2019-10-09,120512200000
2019-10-10,120979000000
2019-10-11,121290200000
2019-10-14,121414680000
2019-10-15,121865919999
2019-10-16,123079599999
2019-10-17,124246599999
2019-10-18,125335800000
2019-10-21,127280800000
2019-10-22,126300520000
2019-10-23,127249680000
2019-10-24,126736200000
2019-10-25,127560880000
2019-10-28,127732040000
2019-10-29,127358599999
2019-10-30,126362759999
2019-10-31,126720640000
2019-11-01,129101320000
2019-11-04,129832640000
2019-11-05,131015200000
2019-11-06,130237200000
2019-11-07,127981000000
2019-11-08,130034919999
2019-11-11,130299439999
2019-11-12,131419759999
2019-11-13,131839880000
2019-11-14,130143840000
2019-11-15,131933240000
2019-11-18,131933240000
2019-11-19,129863759999
2019-11-20,129894880000
2019-11-21,129863759999
2019-11-22,128183280000
2019-11-25,128167720000
2019-11-26,128012120000
2019-11-27,128338880000
2019-11-29,129039080000
2019-12-02,128525599999
2019-12-03,129101320000
2019-12-04,127747599999
2019-12-05,128183280000
2019-12-06,129537000000
2019-12-09,130066040000
2019-12-10,130548400000
2019-12-11,132011040000
2019-12-12,130781800000
2019-12-13,131746520000
2019-12-16,134205000000
2019-12-17,133738200000
2019-12-18,133349200000
2019-12-19,133800439999
2019-12-20,132680120000
2019-12-23,133847120000
2019-12-24,133987160000
2019-12-26,133862680000
2019-12-27,134298360000
2019-12-30,133349200000
2019-12-31,132485130000
2020-01-02,132640830000
2020-01-03,132391710000
2020-01-06,133933140000
2020-01-07,134524800000
2020-01-08,137078280000
2020-01-09,137451960000
2020-01-10,136175219999
2020-01-13,136735739999
2020-01-14,136362060000
2020-01-15,137514240000
2020-01-16,137887920000
2020-01-17,138090330000
2020-01-21,138370590000
2020-01-22,138541860000
2020-01-23,135583560000
2020-01-24,134135550000
2020-01-27,131893469999
2020-01-28,131846760000
2020-01-29,130725719999
2020-01-30,131301810000
2020-01-31,128763900000
2020-02-03,129231000000
2020-02-04,130165199999
2020-02-05,130694580000
2020-02-06,134182260000
2020-02-07,136159650000
2020-02-10,138183750000
2020-02-11,139258080000
2020-02-12,136860300000
2020-02-13,138292740000
2020-02-14,137794500000
2020-02-18,136144080000
2020-02-19,136829160000
2020-02-20,136144080000
2020-02-21,139569480000
2020-02-24,133232489999
2020-02-25,132345000000
2020-02-26,134291250000
2020-02-27,129339989999
2020-02-28,127471590000
2020-03-02,132298290000
2020-03-03,130009500000
2020-03-04,138168180000
2020-03-05,136798020000
2020-03-06,135879390000
2020-03-09,127097910000
2020-03-10,131924610000
2020-03-11,124310880000
2020-03-12,112493250000
2020-03-13,123781500000
2020-03-16,108367199999
2020-03-17,115202429999
2020-03-18,101064870000
2020-03-19,103431510000
2020-03-20,95117130000
2020-03-23,93388860000
2020-03-24,99025200000
2020-03-25,102870989999
2020-03-26,110796120000
2020-03-27,107666550000
2020-03-30,112960350000
2020-03-31,113671679999
2020-04-01,110804960000
2020-04-02,115821720000
2020-04-03,114450679999
2020-04-06,117909440000
2020-04-07,116086580000
2020-04-08,116320280000
2020-04-09,117379720000
2020-04-13,115214100000
2020-04-14,120246440000
2020-04-15,117535520000
2020-04-16,117457620000
2020-04-17,121461679999
2020-04-20,119747880000
2020-04-21,112612240000
2020-04-22,113827480000
2020-04-23,111833240000
2020-04-24,114777860000
2020-04-27,116725360000
2020-04-28,120355500000
2020-04-29,119187000000
2020-04-30,116226799999
2020-05-01,114170240000
2020-05-04,114216980000
2020-05-05,112487600000
2020-05-06,111397000000
2020-05-07,109278120000
2020-05-08,112176000000
2020-05-11,111054240000
2020-05-12,108857460000
2020-05-13,107174820000
2020-05-14,105881679999
2020-05-15,105601240000
2020-05-18,106333500000
2020-05-19,106738580000
2020-05-20,109792260000
2020-05-21,109839000000
2020-05-22,109761100000
2020-05-26,112378540000
2020-05-27,115151780000
2020-05-28,114528580000
2020-05-29,114294880000
2020-06-01,114964820000
2020-06-02,114871340000
2020-06-03,115619179999
2020-06-04,117146020000
2020-06-05,118267780000
2020-06-08,121056600000
2020-06-09,117862700000
2020-06-10,117068120000
2020-06-11,111007500000
2020-06-12,109714360000
2020-06-15,112487600000
2020-06-16,116320280000
2020-06-17,115432220000
2020-06-18,116226799999
2020-06-19,112487600000
2020-06-22,112238320000
2020-06-23,111381419999
2020-06-24,109200220000
2020-06-25,110103860000
2020-06-26,107299460000
2020-06-29,109854580000
2020-06-30,109153480000
2020-07-01,109044419999
2020-07-02,109776679999
2020-07-06,109994799999
2020-07-07,113640520000
2020-07-08,112643400000
2020-07-09,109278120000
2020-07-10,113671679999
2020-07-13,114513000000
2020-07-14,115774980000
2020-07-15,116850000000
2020-07-16,117395299999
2020-07-17,116896740000
2020-07-20,113562620000
2020-07-21,118283360000
2020-07-22,118408000000
2020-07-23,118875400000
2020-07-24,119732299999
2020-07-27,122365320000
2020-07-28,121477260000
2020-07-29,122131620000
2020-07-30,120667100000
2020-07-31,119669980000
2020-08-03,119233740000
2020-08-04,120121799999
2020-08-05,119903679999
2020-08-06,120152960000
2020-08-07,120745000000
2020-08-10,122100460000
2020-08-11,122645760000
2020-08-12,124157020000
2020-08-13,121742120000
2020-08-14,121072179999
2020-08-17,121929080000
2020-08-18,123362440000
2020-08-19,122614600000
2020-08-20,121866760000
2020-08-21,121617480000
2020-08-24,124063540000
2020-08-25,124047960000
2020-08-26,124608840000
2020-08-27,124640000000
2020-08-28,125792919999
2020-08-31,124312820000
2020-09-01,123144320000
2020-09-02,124608840000
2020-09-03,123580559999
2020-09-04,123315700000
2020-09-08,123128740000
2020-09-09,125372260000
2020-09-10,125278780000
2020-09-11,126556340000
2020-09-14,127662520000
2020-09-15,126821200000
2020-09-16,125574799999
2020-09-17,123814260000
2020-09-18,121648640000
2020-09-21,121259140000
2020-09-22,119981580000
2020-09-23,117629000000
2020-09-24,118953299999
2020-09-25,117473200000
2020-09-28,118890980000
2020-09-29,115821720000
2020-09-30,116759429999
2020-10-01,115435980000
2020-10-02,115934219999
2020-10-05,118191870000
2020-10-06,117553500000
2020-10-07,123080850000
2020-10-08,121959810000
2020-10-09,122816160000
2020-10-12,123501239999
2020-10-13,123329969999
2020-10-14,122862870000
2020-10-15,123220980000
2020-10-16,123423390000
2020-10-19,121196880000
2020-10-20,114174810000
2020-10-21,114937739999
2020-10-22,116557020000
2020-10-23,115918650000
2020-10-26,114673050000
2020-10-27,111060810000
2020-10-28,109052280000
2020-10-29,109986480000
2020-10-30,110578140000
2020-11-02,111527910000
2020-11-03,111823739999
2020-11-04,111387780000
2020-11-05,110391300000
2020-11-06,109690650000
2020-11-09,111527910000
2020-11-10,116385750000
2020-11-11,116946270000
2020-11-12,115996500000
2020-11-13,118160730000
2020-11-16,122426910000
2020-11-17,122037660000
2020-11-18,120620790000
2020-11-19,120683070000
2020-11-20,119468610000
2020-11-23,119312910000
2020-11-24,121477140000
2020-11-25,119717730000
2020-11-27,118176300000
2020-11-30,117942750000
2020-12-01,119935710000
2020-12-02,121554989999
2020-12-03,122224500000
2020-12-04,125727750000
2020-12-07,127175760000
2020-12-08,128670480000
2020-12-09,131737770000
2020-12-10,132298290000
2020-12-11,132345000000
2020-12-14,131410800000
2020-12-15,131239530000
2020-12-16,133325910000
2020-12-17,133388190000
2020-12-18,134042130000
2020-12-21,131052690000
2020-12-22,127969830000
2020-12-23,127985400000
2020-12-24,128468070000
2020-12-28,128436929999
2020-12-29,127471590000
2020-12-30,126864360000
2020-12-31,128986820000
2021-01-04,126977000000
2021-01-05,128363620000
2021-01-06,128535000000
2021-01-07,129282840000
2021-01-08,129454220000
2021-01-11,128238980000
2021-01-12,126307059999
2021-01-13,126525179999
2021-01-14,126478440000
2021-01-15,126104520000
2021-01-19,127600200000
2021-01-20,127288600000
2021-01-21,126712140000
2021-01-22,125699440000
2021-01-25,126727720000
2021-01-26,127740419999
2021-01-27,124328400000
2021-01-28,126634240000
2021-01-29,124094700000
2021-02-01,123175480000
2021-02-02,123502660000
2021-02-03,124998340000
2021-02-04,130295540000
2021-02-05,131308240000
2021-02-08,133972419999
2021-02-09,133411540000
2021-02-10,133894520000
2021-02-11,132990880000
2021-02-12,134174960000
2021-02-16,133988000000
2021-02-17,134938380000
2021-02-18,134502140000
2021-02-19,133131100000
2021-02-22,134767000000
2021-02-23,134673520000
2021-02-24,136418480000
2021-02-25,134798160000
2021-02-26,130903160000
2021-03-01,132352100000
2021-03-02,132539059999
2021-03-03,132663700000
2021-03-04,131822380000
2021-03-05,134237280000
2021-03-08,134548880000
2021-03-09,135655059999
2021-03-10,135172080000
2021-03-11,134969540000
2021-03-12,136667760000
2021-03-15,136605440000
2021-03-16,137415600000
2021-03-17,138973600000
2021-03-18,141092480000
2021-03-19,139051500000
2021-03-22,140188840000
2021-03-23,137181900000
2021-03-24,137960900000
2021-03-25,138179020000
2021-03-26,141123640000
2021-03-29,141762420000
2021-03-30,139207300000
2021-03-31,138256920000
2021-04-01,137197480000
2021-04-05,138038800000
2021-04-06,138085540000
2021-04-07,137540240000
2021-04-08,139347520000
2021-04-09,141887060000
2021-04-12,142385620000
2021-04-13,141435240000
2021-04-14,141887060000
2021-04-15,143071140000
2021-04-16,144753780000
2021-04-19,142821860000
2021-04-20,146452000000
2021-04-21,146748020000
2021-04-22,146467580000
2021-04-23,147402380000
2021-04-26,147059620000
2021-04-27,147246580000
2021-04-28,146685700000
2021-04-29,148150220000
2021-04-30,148010000000
2021-05-03,149334300000
2021-05-04,147869780000
2021-05-05,148695520000
2021-05-06,150845560000
2021-05-07,151764780000
2021-05-10,152777480000
2021-05-11,151577820000
2021-05-12,149879600000
2021-05-13,151982900000
2021-05-14,152216600000
2021-05-17,151982900000
2021-05-18,152201020000
2021-05-19,150050980000
2021-05-20,151780360000
2021-05-21,151780360000
2021-05-24,152933280000
2021-05-25,151936160000
2021-05-26,151608980000
2021-05-27,150627440000
2021-05-28,150237940000
2021-06-01,150783240000
2021-06-02,150829980000
2021-06-03,151702460000
2021-06-04,152528200000
2021-06-07,153556480000
2021-06-08,150191200000
2021-06-09,150736500000
2021-06-10,151982900000
2021-06-11,153992720000
2021-06-14,156579000000
2021-06-15,156516680000
2021-06-16,155675360000
2021-06-17,155800000000
2021-06-18,155021000000
2021-06-21,156049280000
2021-06-22,155800000000
2021-06-23,155877900000
2021-06-24,154288740000
2021-06-25,154304320000
2021-06-28,153727860000
2021-06-29,152590520000
2021-06-30,154413380000
2021-07-01,155628620000
2021-07-02,156267400000
2021-07-06,153696700000
2021-07-07,153914820000
2021-07-08,153260460000
2021-07-09,154865200000
2021-07-12,153540900000
2021-07-13,152232180000
2021-07-14,155114480000
2021-07-15,154724980000
2021-07-16,154086200000
2021-07-19,152574940000
2021-07-20,147900940000
2021-07-21,150409320000
2021-07-22,151499920000
2021-07-23,153307200000
2021-07-26,154304320000
2021-07-27,155550720000
2021-07-28,154148520000
2021-07-29,156251820000
2021-07-30,155940220000
2021-08-02,155846740000
2021-08-03,156485520000
2021-08-04,155005420000
2021-08-05,155161220000
2021-08-06,154569180000
2021-08-09,154553600000
2021-08-10,155737680000
2021-08-11,155426080000
2021-08-12,155815580000
2021-08-13,158277220000
2021-08-16,159523620000
2021-08-17,159695000000
2021-08-18,157280100000
2021-08-19,158012360000
2021-08-20,158012360000
2021-08-23,157124300000
2021-08-24,156781540000
2021-08-25,157731920000
2021-08-26,157747500000
2021-08-27,159071800000
2021-08-30,160583060000
2021-08-31,160474000000
2021-09-01,161346480000
2021-09-02,164587120000
2021-09-03,165303800000
2021-09-07,165241480000
2021-09-08,161533440000
2021-09-09,159819640000
2021-09-10,161362060000
2021-09-13,159835220000
2021-09-14,158853680000
2021-09-15,162032000000
2021-09-16,160209140000
2021-09-17,158697880000
2021-09-20,157342420000
2021-09-21,156594580000
2021-09-22,156594580000
2021-09-23,158059100000
2021-09-24,158635560000
2021-09-27,159710580000
2021-09-28,153338360000
2021-09-29,155005420000
2021-09-30,147493240000
2021-10-01,149500480000
2021-10-04,149671640000
2021-10-05,149982840000
2021-10-06,150371840000
2021-10-07,148831400000
2021-10-08,148364600000
2021-10-11,148006720000
2021-10-12,148722480000
2021-10-13,151663320000
2021-10-14,153810600000
2021-10-15,153063720000
2021-10-18,151632200000
2021-10-19,149049240000
2021-10-20,150963120000
2021-10-21,150185120000
2021-10-22,150745280000
2021-10-25,150216240000
2021-10-26,149687200000
2021-10-27,147617720000
2021-10-28,149329320000
2021-10-29,147104240000
2021-11-01,145361520000
2021-11-02,146295120000
2021-11-03,147399880000
2021-11-04,145828320000
2021-11-05,146730800000
2021-11-08,144536840000
2021-11-09,145750520000
2021-11-10,146855280000
2021-11-11,147820000000
2021-11-12,147446560000
2021-11-15,148380160000
2021-11-16,144816920000
2021-11-17,145626040000
2021-11-18,142451800000
2021-11-19,140662400000
2021-11-22,139697680000
2021-11-23,139495400000
2021-11-24,140086680000
2021-11-26,137986080000
2021-11-29,135916599999
2021-11-30,133722640000
2021-12-01,135169720000
2021-12-02,136679040000
2021-12-03,139075280000
2021-12-06,142202840000
2021-12-07,140677960000
2021-12-08,139868840000
2021-12-09,139262000000
2021-12-10,140102240000
2021-12-13,142638520000
2021-12-14,143027520000
2021-12-15,144287880000
2021-12-16,146855280000
2021-12-17,145408200000
2021-12-20,144490160000
2021-12-21,144770240000
2021-12-22,144567960000
2021-12-23,144599080000
2021-12-27,145548240000
2021-12-28,146046160000
2021-12-29,146730800000
2021-12-30,146668560000
2021-12-31,147250000000
2022-01-03,148381500000
2022-01-04,149327000000
2022-01-05,148722500000
2022-01-06,150985500000
2022-01-07,153667000000
2022-01-10,155434000000
2022-01-11,156534500000
2022-01-12,157232000000
2022-01-13,158255000000
2022-01-14,160239000000
2022-01-18,157681500000
2022-01-19,157309500000
2022-01-20,158131000000
2022-01-21,159526000000
2022-01-24,155899000000
2022-01-25,158317000000
2022-01-26,157139000000
2022-01-27,158487500000
2022-01-28,160456000000
2022-01-31,159417500000
2022-02-01,160037500000
2022-02-02,161045000000
